Employees.eid  Employees.ename  Employees.salary  Certified.eid  Certified.aid  
3	dbuvydjfyx	1359	3	3292	
3	dbuvydjfyx	1359	3	1605	
3	dbuvydjfyx	1359	3	7206	
3	dbuvydjfyx	1359	3	2805	
5	jyuqbtjois	1313	5	1760	
6	leajshzbqa	182	6	7530	
7	wkbmmbmxir	926	7	3857	
7	wkbmmbmxir	926	7	7564	
8	qfpyvwkvza	2780	8	7416	
9	pykonqxert	2535	9	7517	
10	ieugofijxa	3263	10	765	
11	fywoxossyn	1890	11	3770	
11	fywoxossyn	1890	11	5374	
12	slexgabmma	4687	12	220	
12	slexgabmma	4687	12	4407	
13	wfpscewjos	1400	13	10994	
13	wfpscewjos	1400	13	212	
13	wfpscewjos	1400	13	3610	
15	ebszgrtyaj	4495	15	1472	
16	akzmrsjaxu	4671	16	5741	
17	dkcmcfavnf	4478	17	8143	
17	dkcmcfavnf	4478	17	748	
21	ivgdsymsks	3196	21	10945	
22	nekoaxftbk	3203	22	928	
22	nekoaxftbk	3203	22	7217	
22	nekoaxftbk	3203	22	3780	
23	ysfqkyachp	3516	23	5526	
23	ysfqkyachp	3516	23	729	
27	ketrnyoamd	3823	27	1259	
27	ketrnyoamd	3823	27	4214	
27	ketrnyoamd	3823	27	1	
34	reoqgqsofx	2399	34	618	
34	reoqgqsofx	2399	34	1993	
35	jogfwvcibp	3189	35	316	
36	uaptxgaqmu	2415	36	7926	
37	rwmfxipzsd	1668	37	9568	
40	uptvsojare	3966	40	2562	
43	tfeixttkby	2443	43	4065	
43	tfeixttkby	2443	43	1438	
45	yqircbaohq	2538	45	133	
45	yqircbaohq	2538	45	7926	
46	qnshjarevz	1585	46	6971	
46	qnshjarevz	1585	46	6666	
47	wqpqxndcwb	3375	47	4632	
48	szycdoimfc	4957	48	5803	
49	ojolgcirdm	1457	49	4040	
49	ojolgcirdm	1457	49	9803	
50	pkplgzgyet	60	50	6802	
50	pkplgzgyet	60	50	2837	
51	ersqplstgi	3443	51	898	
52	soyxczgkvy	1349	52	524	
53	uumiwqhjyl	41	53	2451	
56	twbmsqmvoc	4798	56	6611	
56	twbmsqmvoc	4798	56	10614	
60	unqiawztcx	2974	60	5622	
61	ckzjqhanma	2413	61	5467	
61	ckzjqhanma	2413	61	9120	
62	giybizwtft	1456	62	4997	
63	ngpceayrbe	8	63	3254	
64	jbdbylkznq	2987	64	2970	
65	hhbcohldgf	3325	65	10403	
65	hhbcohldgf	3325	65	1282	
66	jmbducupsj	1657	66	6053	
66	jmbducupsj	1657	66	10911	
67	dgyzhhiyla	2508	67	5261	
68	psavmiihpa	1444	68	9983	
69	uqeosvroqx	201	69	3865	
69	uqeosvroqx	201	69	2691	
70	fwcnhuexoa	4867	70	8346	
70	fwcnhuexoa	4867	70	3873	
71	lkkvhjoprj	830	71	3800	
72	fucynbftiz	2903	72	7896	
72	fucynbftiz	2903	72	466	
72	fucynbftiz	2903	72	6852	
77	xzordkivcf	3770	77	3528	
78	myvhrlacrn	1730	78	10099	
81	nklohxqiqj	2053	81	7782	
83	lxhibwvgwj	3191	83	6720	
83	lxhibwvgwj	3191	83	9912	
86	uuvltkgwbq	1520	86	1476	
86	uuvltkgwbq	1520	86	5713	
86	uuvltkgwbq	1520	86	3270	
87	tbsuzrhfsm	152	87	2642	
88	cfwmnjwqzz	3436	88	6820	
89	kbamzscqzy	3068	89	10399	
90	xosqcclflw	161	90	723	
91	jnhmxbmzes	4118	91	1986	
94	vxbrdzuzay	4539	94	7297	
94	vxbrdzuzay	4539	94	3801	
94	vxbrdzuzay	4539	94	6867	
94	vxbrdzuzay	4539	94	8486	
95	ntwjkziqut	4628	95	3488	
95	ntwjkziqut	4628	95	10030	
96	aniajnojrx	2781	96	4265	
97	dllckfiqic	2561	97	6800	
97	dllckfiqic	2561	97	456	
99	qngscptmly	291	99	1269	
99	qngscptmly	291	99	4175	
100	horzgepley	3558	100	1621	
100	horzgepley	3558	100	5813	
101	yekrryjvpd	4816	101	7598	
101	yekrryjvpd	4816	101	5909	
103	epmyldyllb	866	103	8056	
104	utuzmoyqrl	617	104	10687	
105	dziafnsqla	402	105	2744	
106	gjqwvszlij	3639	106	1671	
107	nyispabvlt	3389	107	4506	
112	vtgktqqwkb	106	112	10348	
112	vtgktqqwkb	106	112	1616	
112	vtgktqqwkb	106	112	2900	
113	ijonkkloup	2373	113	7746	
113	ijonkkloup	2373	113	3918	
113	ijonkkloup	2373	113	5560	
114	cnsjpxxftl	662	114	6865	
115	ochnfnkknu	2942	115	8694	
118	kntcjptlga	376	118	1683	
120	vxgllmvflm	4355	120	8580	
123	cumitelefp	1516	123	7951	
125	xxlucqirhr	4014	125	6034	
128	hfoozzkikr	3364	128	8454	
128	hfoozzkikr	3364	128	8173	
129	wvzcdzcpho	3618	129	6803	
130	kkbeghxqkc	3154	130	552	
132	rpmjxygmfx	4934	132	1696	
133	wybeqepivz	2275	133	7437	
133	wybeqepivz	2275	133	9530	
133	wybeqepivz	2275	133	7260	
134	mztqefabci	2995	134	9436	
135	gkyrnqjidj	1314	135	6220	
135	gkyrnqjidj	1314	135	1872	
137	exvgufvrni	4869	137	5421	
139	clobyyvbab	3439	139	6026	
140	uhbcunmvum	2517	140	6778	
142	oytkamqwda	868	142	7859	
142	oytkamqwda	868	142	4690	
142	oytkamqwda	868	142	6042	
